musica,artista,genero,popularidade,danceability,energy,valence,bpm,loudness,status_hit
Nobody Beats the Biz,Biz Markie,hardcore,0,0.806,0.772,0.625,97.219,-9.4,Normal
Pra Não Ter Que Enxergar Onde Errei,Bullet Bane,hardcore,33,0.574,0.758,0.309,95.006,-5.781,Normal
History's Stranglers,The Bronx,hardcore,34,0.394,0.991,0.834,97.93,-3.351,Normal
He Was a Jazzman,The Flatliners,hardcore,36,0.42,0.917,0.836,138.119,-3.545,Normal
On the Outside,No Use For A Name,hardcore,35,0.435,0.99,0.319,108.113,-5.756,Normal
Akselerasi Maksimum,Seringai,hardcore,35,0.479,0.969,0.378,95.301,-5.575,Normal
Viejas Esperanzas,Eterna Inocencia,hardcore,35,0.326,0.963,0.522,197.98,-3.773,Normal
Aging Orange,The Vandals,hardcore,0,0.283,0.983,0.26,179.845,-7.606,Normal
Eazy-Duz-It,Eazy-E;Dr. Dre;MC Ren,hardcore,25,0.818,0.587,0.62,90.939,-7.527,Normal
Not In Love - Radio Version,Crystal Castles;Robert Smith,hardcore,61,0.477,0.98,0.199,135.902,-4.204,Normal
Game Changer,Hysta;X-Pander,hardcore,54,0.434,0.956,0.0369,100.368,-0.385,Normal
Shadowboxin',GZA;Method Man,hardcore,66,0.704,0.642,0.72,92.09,-10.11,Normal
Rare,Nas,hardcore,55,0.498,0.851,0.518,78.025,-5.496,Normal
Hate Me Now (feat. Diddy),Nas;Diddy,hardcore,61,0.678,0.77,0.412,90.0,-4.399,Normal
Ten Crack Commandments - 2014 Remaster,The Notorious B.I.G.,hardcore,64,0.612,0.85,0.781,173.497,-4.703,Normal
Shimmy Shimmy Ya,Ol' Dirty Bastard,hardcore,68,0.814,0.481,0.193,96.252,-5.183,Normal
Dead Wrong (feat. Eminem) - 2005 Remaster,The Notorious B.I.G.;Eminem,hardcore,57,0.682,0.92,0.835,82.228,-1.544,Normal
Don't Aproach Me (feat. Eminem),Xzibit;Eminem,hardcore,57,0.908,0.687,0.855,92.889,-5.202,Normal
Damn It Feels Good to Be a Gangsta,Geto Boys,hardcore,61,0.785,0.793,0.655,88.902,-7.915,Normal
Drama Setter,Tony Yayo;Eminem;Obie Trice,hardcore,54,0.728,0.647,0.215,160.009,-5.199,Normal
Mulher,Rancore,hardcore,32,0.647,0.639,0.197,111.021,-7.324,Normal
O Mito Do Insubstituível,R.Sigma,hardcore,33,0.425,0.844,0.241,169.72,-4.615,Normal
Rata,T.A.M.,hardcore,34,0.452,0.93,0.952,133.399,-4.663,Normal
Bicho do Mato,Gloria,hardcore,33,0.497,0.965,0.48,180.09,-2.506,Normal
Piece Of You,Unproven,hardcore,33,0.577,0.921,0.162,102.472,-1.743,Normal
Prego,Cueio Limão,hardcore,32,0.261,0.935,0.704,158.975,-5.823,Normal
"Het land van Hazes, Hardcore en Halve liters",Vandal!sm;Elitepauper,hardcore,32,0.428,0.87,0.439,155.024,-5.744,Normal
Cha Cha Cha,MC Lyte,hardcore,0,0.795,0.736,0.953,91.411,-12.712,Normal
Lembro Quando Começou,Bullet Bane;Lucas Silveira,hardcore,33,0.488,0.606,0.147,119.963,-7.731,Normal
Set It Off,Big Daddy Kane,hardcore,0,0.8,0.611,0.778,118.761,-13.294,Normal
Cassiopeia,Eterna Inocencia,hardcore,33,0.506,0.853,0.456,159.968,-6.662,Normal
Ain't No Half-Steppin',Big Daddy Kane,hardcore,0,0.836,0.728,0.598,100.843,-12.058,Normal
Ain't No Half-Steppin',Big Daddy Kane,hardcore,0,0.836,0.728,0.598,100.843,-12.058,Normal
A Threnody For Modern Romance,It Dies Today,hardcore,34,0.366,0.94,0.544,177.095,-3.389,Normal
Pode Pá,Project46,hardcore,33,0.568,0.963,0.267,125.015,-3.776,Normal
To Be Your Man,Big Daddy Kane,hardcore,0,0.688,0.255,0.87,154.251,-14.86,Normal
Stop to Think,Millencolin,hardcore,34,0.358,0.967,0.579,137.395,-3.205,Normal
Pledge Your Allegiance,Suicidal Tendencies,hardcore,34,0.424,0.711,0.441,92.493,-12.811,Normal
A-Ten,Millencolin,hardcore,34,0.397,0.974,0.571,156.601,-2.555,Normal
Devil Me,Millencolin,hardcore,34,0.453,0.949,0.816,92.379,-2.984,Normal
Garota Comunista,Gramofocas,hardcore,34,0.44,0.968,0.865,140.868,-2.424,Normal
Raw - Remix,Big Daddy Kane,hardcore,0,0.909,0.666,0.705,110.678,-13.042,Normal
"If You Think This Song Is About You, It Probably Is",Destroy Rebuild Until God Shows,hardcore,0,0.597,0.97,0.352,121.971,-6.303,Normal
El Bulla,Machuca,hardcore,35,0.34,0.913,0.382,110.113,-4.682,Normal
Todo Momento É o Agora,Pense,hardcore,33,0.588,0.982,0.77,110.001,-4.789,Normal
Tu mirada,Eterna Inocencia,hardcore,34,0.467,0.858,0.417,140.113,-4.825,Normal
インフェルノ,9mm Parabellum Bullet,hardcore,57,0.282,0.973,0.44,195.042,-2.963,Normal
One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,hardcore,65,0.725,0.68,0.695,90.964,-6.037,Normal
Sky's the Limit (feat. 112) - 2014 Remaster,The Notorious B.I.G.;112,hardcore,62,0.637,0.66,0.503,90.876,-4.792,Normal
Big Poppa,The Notorious B.I.G.,hardcore,49,0.765,0.671,0.798,84.5,-5.249,Normal
Still Not a Player (feat. Joe) - Radio Version,Big Pun;Joe,hardcore,71,0.9,0.619,0.864,94.121,-6.518,Hit
Ocean Prime (feat. Boldy James),The Alchemist;Boldy James,hardcore,63,0.583,0.604,0.691,49.305,-8.437,Normal
Da Joint,EPMD,hardcore,61,0.734,0.466,0.788,89.318,-8.658,Normal
Lovely,Lauren Babic;Seraphim,hardcore,55,0.523,0.563,0.323,115.1,-8.398,Normal
Until the Day I Die,Story Of The Year,hardcore,66,0.597,0.931,0.534,92.003,-4.591,Normal
Guess Who's Back,Rakim,hardcore,59,0.796,0.798,0.692,94.016,-7.456,Normal
Pánico,Los KK,hardcore,33,0.514,0.8,0.338,90.796,-10.615,Normal
Detén el Tiempo,Peor es Nada,hardcore,34,0.238,0.743,0.451,170.111,-7.184,Normal
Self Aware,Andrés,hardcore,32,0.557,0.86,0.729,79.823,-5.402,Normal
"Kameratutkat, suoriksi mutkat",Kylähullut,hardcore,34,0.259,0.965,0.256,128.172,-3.879,Normal
All Hands,Protest The Hero,hardcore,32,0.447,0.974,0.443,150.066,-6.426,Normal
White Devil,Alexisonfire,hardcore,32,0.19,0.871,0.349,95.437,-5.416,Normal
Sudah Gila,Total Jerks,hardcore,32,0.16,0.999,0.171,178.118,-1.772,Normal
Step into a World (Rapture's Delight),KRS-One,hardcore,37,0.801,0.805,0.652,94.981,-7.933,Normal
Something to Change,Pennywise,hardcore,34,0.282,0.927,0.83,158.479,-4.421,Normal
Suaramu Merdu,Koil,hardcore,34,0.488,0.538,0.14,80.009,-9.094,Normal
Leona,Millencolin,hardcore,34,0.35,0.779,0.779,141.245,-7.864,Normal
Ruffneck,MC Lyte,hardcore,0,0.73,0.853,0.857,204.352,-5.147,Normal
Al otro lado del sol,Los Miserables,hardcore,34,0.504,0.898,0.709,145.044,-4.81,Normal
It's Up To Me - 2005 Remaster,Pennywise,hardcore,34,0.25,0.997,0.184,174.998,-4.201,Normal
"Semoga Kau Sembuh, Pt. 2",Koil,hardcore,34,0.442,0.789,0.223,139.894,-6.42,Normal
Wrong Roots,Fraud,hardcore,32,0.395,0.977,0.275,169.952,-3.307,Normal
Pobres Cachorros,Dead Fish,hardcore,33,0.429,0.919,0.741,112.607,-5.178,Normal
Lyte as a Rock,MC Lyte,hardcore,0,0.886,0.547,0.531,113.988,-13.659,Normal
Foi bom esperar,Rodox,hardcore,32,0.533,0.963,0.78,149.949,-5.064,Normal
Cold Rock a Party,MC Lyte,hardcore,0,0.896,0.744,0.746,92.911,-5.239,Normal
Over Seasons,Authority Zero,hardcore,34,0.6,0.994,0.435,98.081,-2.718,Normal
Rinha de Magnata,Mukeka di Rato,hardcore,32,0.352,0.982,0.227,111.325,-3.603,Normal
Count Your Bruises,The Flatliners,hardcore,35,0.407,0.974,0.569,162.083,-2.779,Normal
Cambia todo cambia,Los Miserables,hardcore,34,0.543,0.836,0.73,125.004,-3.962,Normal
Highway Donkey,Millencolin,hardcore,33,0.4,0.984,0.57,134.89,-2.551,Normal
"Corpo, Mente, Espírito",Pense,hardcore,32,0.541,0.986,0.854,113.037,-4.652,Normal
Olvidando,Machuca,hardcore,34,0.231,0.94,0.147,162.754,-5.016,Normal
Corazón al Barro,BBS Paranoicos,hardcore,34,0.305,0.948,0.257,176.896,-5.245,Normal
Cold Rock a Party - Milk Remix,MC Lyte,hardcore,0,0.893,0.476,0.403,90.152,-8.133,Normal
C-Walk,Kurupt;Tray Dee;Slip Capone,hardcore,51,0.913,0.444,0.627,94.984,-8.718,Normal
A Bitch Is A Bitch,N.W.A.,hardcore,36,0.895,0.636,0.784,97.113,-5.893,Normal
Tequila Sunrise,Cypress Hill;Barron Ricks,hardcore,65,0.547,0.63,0.556,192.736,-8.772,Normal
Street Dreams,Nas,hardcore,60,0.752,0.611,0.746,90.993,-8.681,Normal
Reality,Adventurer,hardcore,42,0.651,0.9,0.148,127.979,-3.539,Normal
Work,Gang Starr,hardcore,66,0.787,0.832,0.814,92.606,-4.671,Normal
Spicy (feat. Fivio Foreign & A$AP Ferg),Nas;Fivio Foreign;A$AP Ferg,hardcore,56,0.724,0.603,0.152,180.02,-6.553,Normal
The Rain,DMX,hardcore,57,0.719,0.846,0.514,89.04,-4.637,Normal
Halftime,Nas,hardcore,61,0.766,0.793,0.652,91.925,-6.638,Normal
Distopia,Thirteen;Zara Zahrina,hardcore,32,0.38,0.953,0.142,92.485,-0.965,Normal
Child of the Desert,Circa Survive,hardcore,32,0.373,0.832,0.375,195.091,-2.795,Normal
Outro (Obie Trice/ Cheers),Obie Trice;D12;Eminem,hardcore,55,0.848,0.771,0.16,93.556,-1.697,Normal
Frio,Vowe,hardcore,33,0.53,0.873,0.706,146.873,-4.789,Normal
Horizontal,Ponto Nulo no Céu,hardcore,32,0.557,0.944,0.729,140.04,-4.04,Normal
X,Xzibit,hardcore,63,0.936,0.678,0.822,96.911,-3.012,Normal
Fantasmas,From Alaska,hardcore,32,0.419,0.972,0.19,92.487,-3.895,Normal
No Other Choice,Anthony Green,hardcore,33,0.296,0.606,0.293,77.198,-6.215,Normal
A 'Yo Kato,DMX;Magic;Val,hardcore,34,0.702,0.83,0.829,87.264,-4.129,Normal
Who Am I (feat. Christoph von Freydorf),Lonely Spring;Christoph von Freydorf,hardcore,32,0.6,0.96,0.591,102.493,-3.186,Normal
Cose più grandi di te,Le Endrigo,hardcore,33,0.511,0.623,0.196,153.096,-6.0,Normal
Requiem,Boysetsfire,hardcore,32,0.462,0.96,0.353,164.019,-2.763,Normal
Adeus Sofia,Dance of Days;Fernanda Takai,hardcore,31,0.227,0.978,0.638,196.426,-2.314,Normal
Satellite,Rise Against,hardcore,68,0.387,0.94,0.444,134.876,-4.16,Normal
Pills & Smoke,Swingin' Utters,hardcore,35,0.457,0.962,0.662,113.363,-4.118,Normal
Estrechez de corazón,Los Prisioneros,hardcore,34,0.658,0.737,0.456,130.26,-8.233,Normal
"Blah, Blah, Blah",Guns n' Wankers,hardcore,32,0.244,0.961,0.638,191.646,-6.921,Normal
Oi! Młodzież,The Analogs,hardcore,32,0.445,0.944,0.588,199.605,-2.042,Normal
Passa o Tempo,Hateen;Dani Vellocet,hardcore,33,0.592,0.88,0.284,119.989,-3.725,Normal
The Wall,For Revenge,hardcore,33,0.33,0.665,0.346,175.967,-4.831,Normal
Blackout,The Falcon,hardcore,34,0.319,0.938,0.87,191.989,-7.169,Normal
Windspitting Punk,Swingin' Utters,hardcore,35,0.284,0.959,0.665,174.296,-6.02,Normal
Angelfuck,Misfits;Glenn Danzig,hardcore,33,0.282,0.891,0.249,176.274,-11.273,Normal
O Idiota,Blind Pigs,hardcore,33,0.536,0.92,0.847,107.682,-5.309,Normal
Fool The World,Hazen Street,hardcore,31,0.608,0.938,0.82,133.028,-3.136,Normal
Jeito Livre,Rancore,hardcore,32,0.377,0.965,0.307,155.567,-4.375,Normal
Through and Through,Life Of Agony,hardcore,32,0.35,0.881,0.238,98.93,-5.312,Normal
Court of Justice,Restrained;Rejecta,hardcore,0,0.519,0.911,0.182,180.021,-4.801,Normal
I Got No - 2007 Remaster,Operation Ivy,hardcore,33,0.313,0.938,0.731,79.139,-4.423,Normal
Quieren Dinero,Los Prisioneros,hardcore,34,0.616,0.64,0.833,145.473,-11.505,Normal
Utopia,Pense,hardcore,31,0.58,0.982,0.802,114.0,-4.895,Normal
Me Estai Hueviando,Weichafe,hardcore,34,0.57,0.684,0.14,119.979,-5.939,Normal
IK BETAAL ME STUFI NIET TERUG,Hang Youth;Gotu Jim,hardcore,33,0.165,0.929,0.542,185.59,-4.661,Normal
Doutrina do Choque,Dead Fish,hardcore,32,0.301,0.968,0.613,187.298,-4.516,Normal
Alerta Antifascista,Ratos De Porão,hardcore,35,0.232,0.966,0.209,142.52,-6.071,Normal
Lovely,Lauren Babic;Seraphim,hardcore,53,0.52,0.563,0.325,115.122,-8.398,Normal
Get Down,Nas,hardcore,63,0.835,0.718,0.507,94.387,-6.405,Normal
To Live And Die In L.A.,Makaveli,hardcore,62,0.579,0.818,0.753,173.832,-7.635,Normal
"1,000,000 TIMES feat. chelly (EGOIST)",MY FIRST STORY;chelly (EGOIST),hardcore,55,0.252,0.987,0.236,199.874,-2.993,Normal
Machine Gun Funk - 2006 Remaster,The Notorious B.I.G.,hardcore,62,0.841,0.738,0.305,93.725,-5.325,Normal
Grown Man Sport,Pete Rock;InI,hardcore,62,0.801,0.757,0.607,88.025,-8.01,Normal
X Gon' Give It To Ya,DMX,hardcore,55,0.761,0.899,0.673,95.021,-3.09,Normal
Alwayz Into Somethin',N.W.A.,hardcore,60,0.709,0.874,0.832,88.546,-4.522,Normal
Warning - 2005 Remaster,The Notorious B.I.G.,hardcore,61,0.596,0.791,0.399,171.919,-7.582,Normal
The Setup,Obie Trice,hardcore,61,0.908,0.738,0.79,95.954,-4.933,Normal
Defy,Magnitude,hardcore,31,0.432,0.984,0.398,96.746,-4.186,Normal
Dead Messages,Hail The Sun,hardcore,32,0.27,0.866,0.108,148.938,-6.132,Normal
Players,InDharma,hardcore,31,0.542,0.941,0.597,151.911,-4.916,Normal
Warrior Elite,D-Ceptor,hardcore,31,0.325,0.993,0.216,181.978,-0.562,Normal
Getting High,D-Ceptor;Nick Novity,hardcore,32,0.423,0.921,0.182,184.983,-2.345,Normal
Love Letters Intro / Love From The Sick Side,The Psycho Realm,hardcore,33,0.716,0.572,0.405,173.439,-10.455,Normal
Powietrza,Moskwa,hardcore,32,0.29,0.977,0.232,91.756,-6.452,Normal
The Universe,For Revenge,hardcore,33,0.626,0.868,0.339,134.963,-4.526,Normal
Sweetness of Life,World of Pleasure,hardcore,30,0.239,0.996,0.081,107.286,-4.793,Normal
I'm Gonna Fuck You Up,The Meatmen,hardcore,32,0.45,0.973,0.792,91.56,-6.256,Normal
Menolak Tunduk,Straight Answer,hardcore,32,0.152,0.991,0.352,202.793,-3.502,Normal
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",Wu-Tang Clan;Ol' Dirty Bastard;Inspectah Deck;Method Man;Cappadonna;U-God;RZA;GZA;Masta Killa;Ghostface Killah;Raekwon,hardcore,64,0.739,0.639,0.323,91.121,-6.959,Normal
Good Vibe,Dona Cislene,hardcore,32,0.552,0.887,0.961,170.003,-3.412,Normal
Esse Vazio Ocupa Tanto Espaço,Bullet Bane,hardcore,31,0.452,0.939,0.288,142.072,-4.301,Normal
Vai Explodir,Pavilhão 9;Black Alien,hardcore,33,0.612,0.968,0.158,91.937,-6.315,Normal
Vitória,Dead Fish,hardcore,31,0.278,0.995,0.268,109.718,-4.401,Normal
Ain't Turned Mine,Gridiron,hardcore,31,0.455,0.949,0.826,85.046,-3.679,Normal
Exhumation of Virginia Madison,Strung Out,hardcore,32,0.343,0.955,0.517,108.161,-4.648,Normal
Persetan,Seringai,hardcore,33,0.59,0.958,0.409,95.124,-6.203,Normal
Too Close to See,Strung Out,hardcore,32,0.211,0.929,0.362,182.35,-5.067,Normal
Give It All,Rise Against,hardcore,62,0.587,0.942,0.389,103.061,-3.167,Normal
Concepción,Los Prisioneros,hardcore,34,0.616,0.948,0.689,98.073,-3.077,Normal
Obrigação,Dead Fish,hardcore,32,0.465,0.985,0.468,94.019,-3.232,Normal
Wish Me Well (You Can Go To Hell),The Bouncing Souls,hardcore,32,0.372,0.877,0.756,157.203,-6.241,Normal
Pânico em S.P.,Inocentes,hardcore,33,0.273,0.878,0.261,193.133,-3.917,Normal
Lo Estamos Pasando Muy Bien,Los Prisioneros,hardcore,33,0.7,0.568,0.861,145.495,-9.804,Normal
Triste Locura,Espécimen,hardcore,33,0.412,0.709,0.741,143.666,-10.01,Normal
Cosas por Hacer,Eterna Inocencia,hardcore,32,0.516,0.857,0.424,137.974,-5.136,Normal
I Can,Nas,hardcore,59,0.837,0.885,0.694,95.313,-3.914,Normal
Empathy,Crystal Castles,hardcore,54,0.51,0.914,0.332,109.97,-5.512,Normal
Ready to Die - 2006 Remaster,The Notorious B.I.G.,hardcore,59,0.727,0.831,0.504,84.991,-5.713,Normal
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,hardcore,52,0.803,0.737,0.484,92.941,-7.469,Normal
"Shook Ones, Pt. II",Mobb Deep,hardcore,52,0.763,0.785,0.506,93.857,-6.472,Normal
Trip to Valhalla,Dr. Peacock,hardcore,64,0.567,0.988,0.0634,100.025,-2.879,Normal
Untrust Us,Crystal Castles,hardcore,60,0.609,0.807,0.203,125.906,-5.405,Normal
You're Not Alone,Saosin,hardcore,60,0.458,0.845,0.175,119.994,-4.384,Normal
Walk This Way (feat. Aerosmith),Run–D.M.C.;Aerosmith,hardcore,70,0.761,0.711,0.947,105.448,-7.989,Hit
REVIVER,MY FIRST STORY,hardcore,55,0.431,0.993,0.26,99.999,-2.67,Normal
Electric Relaxation,A Tribe Called Quest,hardcore,68,0.866,0.534,0.841,98.243,-9.201,Normal
Purple,Nas,hardcore,61,0.865,0.595,0.819,96.948,-6.705,Normal
Express Yourself - Remix,N.W.A.,hardcore,59,0.852,0.803,0.752,96.2,-6.929,Normal
Norte,Ponto Nulo no Céu,hardcore,31,0.29,0.932,0.637,143.039,-4.913,Normal
Wake the Dead,Earth Groans,hardcore,31,0.467,0.995,0.208,107.028,-3.802,Normal
No Sleep,Crypton;Unproven,hardcore,31,0.604,0.966,0.145,102.471,-3.054,Normal
Blinded,Shackled,hardcore,30,0.406,0.959,0.382,77.133,-4.611,Normal
Set Us Free,Sharkbite,hardcore,31,0.482,0.865,0.561,89.359,-6.495,Normal
DJ Innovator (feat. Hitman Howie Tee),Chubb Rock;Hitman Howie Tee,hardcore,34,0.77,0.388,0.851,85.317,-20.343,Normal
Chica bonita,Panico,hardcore,32,0.452,0.898,0.867,78.982,-8.671,Normal
Through Being Cool,Saves The Day,hardcore,31,0.546,0.934,0.701,97.844,-4.451,Normal
Closer to the Edge,Backdrop Falls,hardcore,32,0.414,0.97,0.505,179.986,-3.686,Normal
"Jeeps, Lex Coups, Bimaz & Benz",Lost Boyz,hardcore,1,0.549,0.745,0.608,178.192,-6.281,Normal
Wrong Way/One Way,RVIVR,hardcore,32,0.343,0.909,0.405,102.172,-6.701,Normal
Primeira Lembrança,Fake Number,hardcore,32,0.507,0.892,0.458,131.13,-3.798,Normal
Through My Fingers,Pegboy,hardcore,30,0.388,0.84,0.766,91.41,-8.852,Normal
Mind of My Own,Strung Out,hardcore,32,0.381,0.871,0.577,155.395,-4.738,Normal
Adiós Buenos Aires,Dominic,hardcore,31,0.545,0.979,0.781,150.06,-2.926,Normal
Now You'll Rot,Dying Wish,hardcore,30,0.267,0.97,0.342,173.472,-3.012,Normal
Serigala Militia,Seringai,hardcore,32,0.384,0.88,0.348,150.048,-4.362,Normal
Roborovski,For Revenge,hardcore,33,0.459,0.628,0.468,150.185,-14.349,Normal
Your Last Time Breathing,D-Ceptor;Re-Fuzz,hardcore,31,0.432,0.988,0.201,188.054,-1.628,Normal
Kami Masih Ada,Straight Answer,hardcore,32,0.315,0.994,0.2,103.64,-2.991,Normal
Devagar,menores atos,hardcore,32,0.603,0.721,0.546,124.021,-7.534,Normal
Esto Si Es Punk,Los Miserables,hardcore,33,0.355,0.991,0.411,162.757,-3.703,Normal
Quem Matou o Bozo?,Cueio Limão,hardcore,31,0.229,0.877,0.628,152.632,-5.224,Normal
O Melhor Em Um,Dead Fish,hardcore,31,0.384,0.935,0.637,100.441,-4.858,Normal
In Hell,Choking Victim,hardcore,32,0.308,0.999,0.0331,98.381,-2.313,Normal
Media Blitz,Germs,hardcore,32,0.364,0.873,0.673,125.186,-11.793,Normal
Descendo As Escadas,Dead Fish,hardcore,31,0.432,0.959,0.637,92.122,-5.095,Normal
Contra Todos,Dead Fish,hardcore,31,0.521,0.991,0.579,143.996,-3.95,Normal
LEG DE ZUIDAS IN DE AS,Hang Youth,hardcore,32,0.202,0.734,0.607,174.511,-7.025,Normal
Army Life - Single Version,The Exploited,hardcore,0,0.567,0.805,0.463,108.019,-11.717,Normal
Amarras,Eterna Inocencia,hardcore,31,0.385,0.855,0.4,174.935,-4.936,Normal
Total,Espécimen,hardcore,33,0.368,0.915,0.685,152.593,-7.099,Normal
We Made It (feat. Linkin Park),Busta Rhymes;Linkin Park,hardcore,50,0.62,0.746,0.191,138.454,-6.006,Normal
The Fire,The Roots;John Legend,hardcore,56,0.67,0.956,0.337,173.966,-4.381,Normal
Art of Scratch (Intro),Artifacts,hardcore,52,0.846,0.819,0.749,91.059,-9.474,Normal
Smile,Scarface;Johnny P;2Pac,hardcore,58,0.7,0.402,0.499,77.871,-9.93,Normal
Mind Playing Tricks on Me,Geto Boys,hardcore,67,0.886,0.512,0.454,93.997,-11.825,Normal
Runnin',The Pharcyde,hardcore,64,0.754,0.785,0.821,94.123,-8.178,Normal
If I Get Locked Up (Funkmaster Flex & Big Kap Feat. Eminem and Dr. Dre),Funk Flex;Big Kap;Eminem;Dr. Dre,hardcore,54,0.449,0.822,0.51,192.551,-4.648,Normal
No Rules,YOU LOSE,hardcore,31,0.325,0.969,0.219,154.328,-2.994,Normal
To Myself,NK;Uplink,hardcore,46,0.488,0.779,0.502,149.843,-4.317,Normal
Terrified,Trespassed;MC Robs,hardcore,54,0.577,0.923,0.0353,99.981,-2.1,Normal
Dare2be,DARE,hardcore,29,0.332,0.883,0.714,102.21,-5.268,Normal
Mona Lisa,Backdrop Falls,hardcore,31,0.346,0.886,0.522,175.253,-3.485,Normal
Akudama,Alpha Wolf,hardcore,58,0.44,0.993,0.178,170.196,-1.115,Normal
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",Wu-Tang Clan;RZA;Ghostface Killah;Raekwon;Inspectah Deck,hardcore,63,0.794,0.627,0.518,87.554,-9.431,Normal
Alcohol oi violencia,Curasbun,hardcore,32,0.281,0.98,0.515,161.402,-1.343,Normal
Afternoon,Anxious,hardcore,31,0.234,0.99,0.21,92.245,-5.627,Normal
So Many Nights,E-Town Concrete,hardcore,30,0.659,0.676,0.486,79.963,-5.452,Normal
Never Give Up,D-Ceptor;Rob Gee,hardcore,31,0.486,0.934,0.142,178.07,-3.059,Normal
Obrigado Tempestade,Hateen,hardcore,31,0.454,0.973,0.849,80.002,-2.787,Normal
Ini Saatnya,Straight Answer,hardcore,31,0.398,0.989,0.343,102.928,-3.427,Normal
Wrecking Crew,Adolescents,hardcore,31,0.233,0.857,0.0685,98.338,-10.356,Normal
Derana,For Revenge,hardcore,31,0.478,0.929,0.438,90.026,-5.019,Normal
Full On,Samiam,hardcore,31,0.469,0.889,0.895,188.682,-6.097,Normal
Geram,For Revenge,hardcore,32,0.317,0.94,0.667,200.136,-3.547,Normal
Termentahkan,For Revenge,hardcore,32,0.283,0.681,0.428,140.072,-14.223,Normal
Underground,Life Of Agony,hardcore,31,0.404,0.879,0.379,135.011,-6.312,Normal
My Irish,For Revenge,hardcore,32,0.481,0.593,0.671,87.419,-14.733,Normal
Officer - 2007 Remaster,Operation Ivy,hardcore,32,0.235,0.961,0.74,179.303,-4.784,Normal
23 de Abril,Smitten,hardcore,32,0.522,0.919,0.654,145.934,-4.584,Normal
Junkie's Runnin' Dry - 2007 Remaster,Operation Ivy,hardcore,32,0.223,0.8,0.966,73.178,-4.333,Normal
Amanhã,menores atos,hardcore,31,0.566,0.848,0.65,137.999,-6.264,Normal
Si Te Vas Me Mato y Si No... También,Vómito Nuclear,hardcore,32,0.315,0.876,0.178,174.594,-11.078,Normal
Ultra Derecha,Los Prisioneros,hardcore,33,0.658,0.965,0.767,138.979,-2.05,Normal
San Miguel,Los Prisioneros,hardcore,33,0.684,0.912,0.791,130.042,-3.548,Normal
Ande de Skate e Destrua,Gritando HC,hardcore,30,0.311,0.998,0.32,87.877,-0.603,Normal
Wasted Youth Crew (My Kind Belong Nowhere),Blood For Blood,hardcore,30,0.372,0.899,0.718,127.708,-6.301,Normal
São Paulo,Inocentes,hardcore,32,0.6,0.786,0.564,143.856,-5.898,Normal
¿Por Que No Se Van? (En Vivo),Los Prisioneros,hardcore,33,0.495,0.971,0.503,146.27,-6.615,Normal
Gota a Gota,Pense,hardcore,30,0.504,0.996,0.218,112.466,-3.836,Normal
Revitalizar,Pense,hardcore,30,0.507,0.991,0.777,113.014,-4.568,Normal
Foda-Se - Se Depender de Nós,Project46,hardcore,31,0.363,0.996,0.0586,121.89,-3.228,Normal
Encuentro mi descanso aquí,Eterna Inocencia,hardcore,32,0.319,0.977,0.314,198.161,-3.643,Normal
Reza por Mí,Espécimen,hardcore,33,0.32,0.928,0.258,134.517,-10.203,Normal
Cuando salgo a tocar,Eterna Inocencia;Bernabe Cantlon,hardcore,31,0.491,0.909,0.499,150.037,-4.188,Normal
Sunshine (The Light),Fat Joe;DJ Khaled;Amorphous,hardcore,64,0.8,0.832,0.736,106.983,-5.497,Normal
Broccoli Fuck,GPF;Riot Shift,hardcore,54,0.711,0.996,0.0759,110.128,0.654,Normal
abnormalize,Ling tosite sigure,hardcore,51,0.373,0.897,0.369,87.477,-4.052,Normal
Quiet Storm,Mobb Deep,hardcore,61,0.79,0.728,0.403,96.978,-9.221,Normal
Best Thing That I Found,Saigon;Corbett;Lecrae,hardcore,40,0.47,0.776,0.465,106.572,-6.371,Normal
The Enemy (feat. Fat Joe),Big L;Fat Joe,hardcore,21,0.606,0.649,0.877,174.081,-8.372,Normal
Ghost,Machine Girl,hardcore,60,0.705,0.924,0.378,154.008,-6.783,Normal
Check the Rhime,A Tribe Called Quest,hardcore,65,0.881,0.361,0.799,96.43,-14.728,Normal
The 18th Letter (Always And Forever),Rakim,hardcore,48,0.657,0.674,0.748,81.883,-8.262,Normal
Oye Mi Canto,N.O.R.E.;Daddy Yankee;Nina Sky;Gemstar;Big Mato,hardcore,32,0.677,0.946,0.948,96.011,-2.887,Normal
My Heroine,Silverstein,hardcore,59,0.412,0.823,0.162,154.115,-2.572,Normal
Fractions,Emery,hardcore,30,0.414,0.828,0.306,154.017,-4.893,Normal
Stay High,Unproven,hardcore,30,0.502,0.957,0.0882,99.99,-1.739,Normal
Puppet,Never Ending Game,hardcore,29,0.389,0.973,0.294,93.603,-5.404,Normal
